price,location
5,sanantonio
5,sanantonio
7600,phoenix
7600,phoenix
42900,phoenix
42900,phoenix
11998,sandiego
19990,sandiego
19990,sandiego
16990,sandiego
16990,sandiego
16990,sandiego
16990,sandiego
9932,sandiego
9932,sandiego
69950,sandiego
69950,sandiego
12950,sandiego
12950,sandiego
9,sandiego
9,sandiego
10499,sandiego
10499,sandiego
124900,sandiego
75,losangeles
75,losangeles
1,losangeles
1,losangeles
1,losangeles
1,losangeles
25,losangeles
25,losangeles
250,losangeles
250,losangeles
19000,losangeles
19000,losangeles
30,losangeles
5,sanantonio
3600,sanantonio
3600,sanantonio
269,sanantonio
269,sanantonio
269,sanantonio
269,sanantonio
269,sanantonio
269,sanantonio
269,sanantonio
269,sanantonio
269,sanantonio
269,sanantonio
124900,sandiego
1500,sandiego
1500,sandiego
35,sandiego
35,sandiego
225,sandiego
225,sandiego
39,sandiego
39,sandiego
40,sandiego
40,sandiego
35,sandiego
35,sandiego
3800,sandiego
3800,sandiego
5468,sandiego
30,losangeles
6095,losangeles
6095,losangeles
3700,losangeles
3700,losangeles
3700,losangeles
3700,losangeles
4700,losangeles
5500,sanantonio
5500,sanantonio
5468,sandiego
5468,sandiego
5468,sandiego
200,sandiego
200,sandiego
5468,sandiego
5468,sandiego
5468,sandiego
5468,sandiego
5468,sandiego
5468,sandiego
225,sandiego
225,sandiego
5468,sandiego
5468,sandiego
5468,sandiego
5468,sandiego
4700,losangeles
5500,losangeles
5500,losangeles
62500,losangeles
62500,losangeles
62500,losangeles
62500,losangeles
3495,losangeles
400,houston
5468,sandiego
5468,sandiego
225,sandiego
225,sandiego
5468,sandiego
5468,sandiego
5468,sandiego
3495,losangeles
5895,losangeles
5895,losangeles
250,losangeles
250,losangeles
815000,losangeles
815000,losangeles
9395,losangeles
9395,losangeles
87950,losangeles
87950,losangeles
104800,losangeles
104800,losangeles
149900,losangeles
149900,losangeles
400,houston
85000,houston
85000,houston
85000,houston
85000,houston
8900,houston
8900,houston
400,houston
400,houston
22000,houston
22000,houston
5500,houston
5500,houston
13999,houston
13999,houston
6000,houston
6000,houston
500,houston
500,houston
8,houston
5468,sandiego
6345,sandiego
6345,sandiego
9651,sandiego
9651,sandiego
24,sandiego
24,sandiego
1000,sandiego
1000,sandiego
142533,losangeles
142533,losangeles
219535,losangeles
219535,losangeles
75,losangeles
75,losangeles
3995,losangeles
8,houston
4995,houston
4995,houston
52500,houston
52500,houston
25000,houston
25000,houston
7900,houston
7900,houston
10000,houston
10000,houston
6500,houston
6500,houston
9500,houston
9500,houston
9500,houston
9500,houston
3995,losangeles
38,houston
38,houston
99,houston
99,houston
25500,houston
25500,houston
1,houston
1,houston
1,houston
1,houston
39900,houston
39900,houston
54000,houston
54000,houston
1300,houston
1300,houston
13500,sfbay
13500,sfbay
12890,sfbay
12890,sfbay
13900,sfbay
13900,sfbay
21900,sfbay
21900,sfbay
10650,sfbay
10650,sfbay
33950,sfbay
33950,sfbay
33950,sfbay
33950,sfbay
64900,sfbay
64900,sfbay
18950,sfbay
18950,sfbay
33950,sfbay
33950,sfbay
27500,sfbay
27500,sfbay
10900,sfbay
10900,sfbay
18950,sfbay
18950,sfbay
33950,sfbay
33950,sfbay
18488,sfbay
18488,sfbay
94900,sfbay
94900,sfbay
17450,sfbay
17450,sfbay
24900,sfbay
24900,sfbay
89900,sfbay
89900,sfbay
39900,sfbay
39900,sfbay
9900,sfbay
9900,sfbay
69900,sfbay
69900,sfbay
1800,sfbay
1800,sfbay
480,sfbay
480,sfbay
35995,sfbay
35995,sfbay
52495,sfbay
52495,sfbay
75,sfbay
75,sfbay
69900,sfbay
69900,sfbay
29900,sfbay
29900,sfbay
79900,sfbay
79900,sfbay
69900,sfbay
69900,sfbay
59900,sfbay
59900,sfbay
800,sfbay
800,sfbay
4500,sfbay
4500,sfbay
6495,sfbay
6495,sfbay
5995,sfbay
5995,sfbay
8495,sfbay
8495,sfbay
6495,sfbay
6495,sfbay
8495,sfbay
8495,sfbay
7495,sfbay
7495,sfbay
8995,sfbay
8995,sfbay
7495,sfbay
7495,sfbay
7495,sfbay
7495,sfbay
1800,sfbay
1800,sfbay
5495,sfbay
5495,sfbay
52995,sfbay
52995,sfbay
40,sfbay
40,sfbay
19150,sfbay
19150,sfbay
19350,sfbay
19350,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
26000,sfbay
26000,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
109900,sfbay
109900,sfbay
89800,sfbay
89800,sfbay
26400,sfbay
26400,sfbay
59800,sfbay
59800,sfbay
73000,sfbay
73000,sfbay
87888,sfbay
87888,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
25,sfbay
25,sfbay
225,sfbay
225,sfbay
1,sfbay
1,sfbay
100,sfbay
100,sfbay
50,sfbay
50,sfbay
125,sfbay
125,sfbay
39000,sfbay
39000,sfbay
4000,sfbay
4000,sfbay
135,sfbay
135,sfbay
135,sfbay
135,sfbay
100,sfbay
100,sfbay
125,sfbay
125,sfbay
2500,sfbay
2500,sfbay
30,sfbay
30,sfbay
110,sfbay
110,sfbay
6500,sfbay
6500,sfbay
1200,sfbay
1200,sfbay
6800,sfbay
6800,sfbay
17576,sfbay
17576,sfbay
2995,sfbay
2995,sfbay
11900,chicago
11900,chicago
7200,philadelphia
7200,philadelphia
17519,philadelphia
17519,philadelphia
5999,philadelphia
5999,philadelphia
7499,philadelphia
7499,philadelphia
11999,philadelphia
11999,philadelphia
11999,philadelphia
11999,philadelphia
24833,philadelphia
24833,philadelphia
28672,philadelphia
28672,philadelphia
32492,philadelphia
32492,philadelphia
34999,philadelphia
34999,philadelphia
36987,philadelphia
36987,philadelphia
39101,philadelphia
39101,philadelphia
41306,philadelphia
41306,philadelphia
39999,philadelphia
39999,philadelphia
121378,philadelphia
121378,philadelphia
7499,philadelphia
7499,philadelphia
54999,philadelphia
54999,philadelphia
32237,philadelphia
32237,philadelphia
28145,philadelphia
28145,philadelphia
107966,philadelphia
107966,philadelphia
24999,philadelphia
24999,philadelphia
15999,philadelphia
15999,philadelphia
13999,philadelphia
13999,philadelphia
66999,philadelphia
66999,philadelphia
73829,philadelphia
73829,philadelphia
29914,philadelphia
29914,philadelphia
11999,philadelphia
11999,philadelphia
22995,philadelphia
22995,philadelphia
28556,philadelphia
28556,philadelphia
32274,philadelphia
32274,philadelphia
21999,philadelphia
21999,philadelphia
36499,philadelphia
36499,philadelphia
34851,philadelphia
34851,philadelphia
129999,philadelphia
129999,philadelphia
131630,philadelphia
131630,philadelphia
37995,philadelphia
37995,philadelphia
89191,philadelphia
89191,philadelphia
8495,philadelphia
8495,philadelphia
10999,philadelphia
10999,philadelphia
11999,philadelphia
11999,philadelphia
11999,philadelphia
11999,philadelphia
13999,philadelphia
13999,philadelphia
650,philadelphia
650,philadelphia
74995,philadelphia
74995,philadelphia
9999,philadelphia
9999,philadelphia
19999,philadelphia
19999,philadelphia
19999,philadelphia
19999,philadelphia
7999,philadelphia
7999,philadelphia
133830,philadelphia
133830,philadelphia
106199,philadelphia
106199,philadelphia
96176,philadelphia
96176,philadelphia
114155,philadelphia
114155,philadelphia
144120,philadelphia
144120,philadelphia
167622,philadelphia
167622,philadelphia
48037,philadelphia
48037,philadelphia
49191,philadelphia
49191,philadelphia
49999,philadelphia
49999,philadelphia
56624,philadelphia
56624,philadelphia
36436,philadelphia
36436,philadelphia
37458,philadelphia
37458,philadelphia
37458,philadelphia
37458,philadelphia
53999,philadelphia
53999,philadelphia
82999,philadelphia
82999,philadelphia
84999,philadelphia
84999,philadelphia
87315,philadelphia
87315,philadelphia
8499,philadelphia
8499,philadelphia
375,dallas
375,dallas
5500,dallas
5500,dallas
1,dallas
1,dallas
1000000,dallas
1000000,dallas
1,dallas
1,dallas
1000000,dallas
1000000,dallas
1500,dallas
1500,dallas
150,dallas
150,dallas
100,dallas
100,dallas
300,dallas
300,dallas
10500,dallas
10500,dallas
35000,dallas
35000,dallas
2950,dallas
2950,dallas
60,dallas
60,dallas
50,dallas
50,dallas
250,dallas
250,dallas
250,dallas
250,dallas
9250,dallas
9250,dallas
1850,dallas
1850,dallas
185,dallas
185,dallas
4495,dallas
4495,dallas
32000,dallas
32000,dallas
11988,dallas
11988,dallas
29871,dallas
29871,dallas
34883,dallas
34883,dallas
45,dallas
45,dallas
22500,sanantonio
84950,phoenix
22500,sanantonio
22500,sanantonio
22500,sanantonio
62200,sanantonio
62200,sanantonio
57995,sanantonio
57995,sanantonio
23995,sanantonio
23995,sanantonio
39995,sanantonio
39995,sanantonio
84950,phoenix
26400,phoenix
26400,phoenix
120,phoenix
120,phoenix
120,phoenix
120,phoenix
150,phoenix
150,phoenix
30,phoenix
30,phoenix
2545,phoenix
2545,phoenix
125,phoenix
125,phoenix
14995,phoenix
14995,phoenix
30,sfbay
44995,sanantonio
44995,sanantonio
32925,sanantonio
32925,sanantonio
33125,sanantonio
33125,sanantonio
35995,sanantonio
35995,sanantonio
21995,sanantonio
21995,sanantonio
53125,sanantonio
53125,sanantonio
21925,sanantonio
21925,sanantonio
23125,sanantonio
23125,sanantonio
33995,sanantonio
5299,losangeles
24900,phoenix
24900,phoenix
68000,phoenix
68000,phoenix
10000,phoenix
10000,phoenix
31000,phoenix
31000,phoenix
3850,phoenix
3850,phoenix
40,phoenix
40,phoenix
89995,phoenix
89995,phoenix
13000,phoenix
13000,phoenix
125,phoenix
125,phoenix
275,phoenix
45000,sandiego
30,sfbay
2,sfbay
2,sfbay
8,sfbay
8,sfbay
94350,sfbay
94350,sfbay
1200,sfbay
1200,sfbay
180,sfbay
180,sfbay
1,sfbay
1,sfbay
15,sfbay
15,sfbay
17000,sfbay
17000,sfbay
35000,sfbay
35000,sfbay
24999,sfbay
33995,sanantonio
18995,sanantonio
18995,sanantonio
1,sanantonio
1,sanantonio
175,sanantonio
175,sanantonio
149,sanantonio
149,sanantonio
10125,sanantonio
10125,sanantonio
26995,sanantonio
26995,sanantonio
20,sanantonio
20,sanantonio
7500,sanantonio
7500,sanantonio
4899,sanantonio
5299,losangeles
5299,losangeles
5299,losangeles
3800,losangeles
3800,losangeles
9695,losangeles
275,phoenix
25,phoenix
25,phoenix
79995,phoenix
79995,phoenix
15995,phoenix
15995,phoenix
3500,phoenix
3500,phoenix
3800,phoenix
3800,phoenix
23499,phoenix
23499,phoenix
23999,phoenix
23999,phoenix
100,phoenix
100,phoenix
45000,sandiego
45000,sandiego
45000,sandiego
26990,sandiego
26990,sandiego
89,sandiego
89,sandiego
75,sandiego
75,sandiego
75,sandiego
75,sandiego
25429,sandiego
25429,sandiego
4990,sandiego
4990,sandiego
4990,sandiego
4990,sandiego
3495,sandiego
3495,sandiego
39990,sandiego
24999,sfbay
22550,sfbay
22550,sfbay
19990,sfbay
19990,sfbay
13000,sfbay
13000,sfbay
18999,sfbay
18999,sfbay
39900,sfbay
39900,sfbay
21900,sfbay
21900,sfbay
79900,sfbay
79900,sfbay
75900,sfbay
75900,sfbay
21900,sfbay
21900,sfbay
99900,sfbay
4899,sanantonio
20,sanantonio
20,sanantonio
650,sanantonio
650,sanantonio
14500,sanantonio
14500,sanantonio
29119,sanantonio
29119,sanantonio
15494,sanantonio
15494,sanantonio
49995,sanantonio
49995,sanantonio
150,houston
9999,philadelphia
9695,losangeles
8300,losangeles
8300,losangeles
30000,losangeles
30000,losangeles
200,losangeles
200,losangeles
6450,losangeles
6450,losangeles
5299,losangeles
5299,losangeles
5299,losangeles
5299,losangeles
5399,losangeles
5399,losangeles
5399,losangeles
5399,losangeles
5299,losangeles
5299,losangeles
5299,losangeles
1200,phoenix
1200,phoenix
10000,phoenix
10000,phoenix
295,phoenix
295,phoenix
14500,phoenix
14500,phoenix
60,phoenix
60,phoenix
15,phoenix
15,phoenix
100,phoenix
39990,sandiego
21990,sandiego
21990,sandiego
495,sandiego
495,sandiego
150,sandiego
99900,sfbay
119900,sfbay
119900,sfbay
64900,sfbay
64900,sfbay
69900,sfbay
69900,sfbay
39900,sfbay
39900,sfbay
59900,sfbay
59900,sfbay
6395,sfbay
6395,sfbay
9995,sfbay
9995,sfbay
6795,sfbay
6795,sfbay
54995,sanantonio
54995,sanantonio
77632,sanantonio
77632,sanantonio
30456,sanantonio
30456,sanantonio
85453,sanantonio
85453,sanantonio
53779,sanantonio
53779,sanantonio
55947,sanantonio
55947,sanantonio
69090,sanantonio
69090,sanantonio
25500,sanantonio
25500,sanantonio
11900,sanantonio
11900,sanantonio
27500,sanantonio
27500,sanantonio
150,houston
50000,houston
50000,houston
125,houston
125,houston
11000,houston
11000,houston
19950,houston
19950,houston
1,houston
1,houston
17500,houston
17500,houston
150,houston
150,houston
81859,houston
81859,houston
25000,houston
9999,philadelphia
10999,philadelphia
10999,philadelphia
18999,philadelphia
18999,philadelphia
22837,philadelphia
22837,philadelphia
32202,philadelphia
32202,philadelphia
35646,philadelphia
35646,philadelphia
36436,philadelphia
36436,philadelphia
38009,philadelphia
5299,losangeles
5395,losangeles
5395,losangeles
199,losangeles
199,losangeles
3350,losangeles
100,phoenix
60,phoenix
60,phoenix
16900,phoenix
16900,phoenix
1500,phoenix
1500,phoenix
3,phoenix
3,phoenix
1000,phoenix
1000,phoenix
19900,phoenix
19900,phoenix
15000,phoenix
15000,phoenix
89995,phoenix
89995,phoenix
20,phoenix
20,phoenix
300,phoenix
150,sandiego
150,sandiego
150,sandiego
1495,sandiego
1495,sandiego
39990,sandiego
39990,sandiego
3500,sandiego
3500,sandiego
5395,sandiego
5395,sandiego
25990,sandiego
25990,sandiego
650,sandiego
650,sandiego
6,sandiego
6,sandiego
47990,sandiego
47990,sandiego
19990,sandiego
19990,sandiego
8295,sfbay
8295,sfbay
20,sfbay
20,sfbay
23900,sfbay
23900,sfbay
900,sfbay
900,sfbay
900,sfbay
900,sfbay
300,sfbay
300,sfbay
12900,sfbay
12900,sfbay
109900,sfbay
109900,sfbay
129900,sfbay
129900,sfbay
19900,sfbay
25897,sanantonio
25897,sanantonio
41623,sanantonio
41623,sanantonio
8995,sanantonio
8995,sanantonio
115,sanantonio
115,sanantonio
23500,sanantonio
25000,houston
3995,houston
3995,houston
3995,houston
3995,houston
65,houston
65,houston
9800,houston
9800,houston
10000,houston
10000,houston
10000,houston
38009,philadelphia
38629,philadelphia
38629,philadelphia
54999,philadelphia
54999,philadelphia
7499,philadelphia
7499,philadelphia
7999,philadelphia
7999,philadelphia
7999,philadelphia
7999,philadelphia
7999,philadelphia
7999,philadelphia
3999,philadelphia
3999,philadelphia
1196,philadelphia
1196,philadelphia
11500,philadelphia
11500,philadelphia
11500,philadelphia
3350,losangeles
8995,losangeles
8995,losangeles
1,losangeles
1,losangeles
1,losangeles
1,losangeles
1,losangeles
1,losangeles
1995,losangeles
1995,losangeles
3800,losangeles
3800,losangeles
3800,losangeles
3800,losangeles
4990,losangeles
4990,losangeles
4500,losangeles
4500,losangeles
9999,losangeles
9999,losangeles
300,phoenix
500,phoenix
500,phoenix
55900,phoenix
55900,phoenix
30400,phoenix
30400,phoenix
31500,phoenix
31500,phoenix
42900,phoenix
42900,phoenix
55900,phoenix
55900,phoenix
42900,phoenix
24990,sandiego
24990,sandiego
15000,sandiego
15000,sandiego
34990,sandiego
34990,sandiego
125,sandiego
19900,sfbay
19900,sfbay
19900,sfbay
19900,sfbay
19900,sfbay
15900,sfbay
15900,sfbay
25900,sfbay
25900,sfbay
22900,sfbay
22900,sfbay
19900,sfbay
19900,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
23500,sanantonio
43995,sanantonio
43995,sanantonio
26797,sanantonio
26797,sanantonio
24101,sanantonio
24101,sanantonio
26797,sanantonio
26797,sanantonio
2800,sanantonio
2800,sanantonio
40,sanantonio
40,sanantonio
7,sanantonio
7,sanantonio
24731,sanantonio
24731,sanantonio
16995,sanantonio
16995,sanantonio
12900,sanantonio
10000,houston
47500,houston
47500,houston
15000,houston
15000,houston
300,houston
300,houston
25000,houston
25000,houston
15000,houston
15000,houston
75,houston
75,houston
37999,houston
37999,houston
950,houston
950,houston
8,houston
8,houston
11500,philadelphia
11500,philadelphia
11500,philadelphia
11500,philadelphia
11500,philadelphia
11500,philadelphia
11500,philadelphia
3000,philadelphia
3000,philadelphia
11999,philadelphia
11999,philadelphia
25,philadelphia
25,philadelphia
9500,philadelphia
35,losangeles
35,losangeles
8195,losangeles
8195,losangeles
6500,losangeles
42900,phoenix
26400,phoenix
26400,phoenix
31500,phoenix
31500,phoenix
37400,phoenix
37400,phoenix
26400,phoenix
26400,phoenix
42900,phoenix
42900,phoenix
41000,phoenix
41000,phoenix
50,phoenix
50,phoenix
7500,phoenix
7500,phoenix
11000,phoenix
125,sandiego
250,sandiego
250,sandiego
29991,sandiego
29991,sandiego
35990,sandiego
35990,sandiego
50,sandiego
50,sandiego
80,sandiego
80,sandiego
125,sandiego
125,sandiego
8995,sandiego
8995,sandiego
8950,sandiego
8950,sandiego
3800,sandiego
3800,sandiego
15,sandiego
25900,sfbay
25900,sfbay
35900,sfbay
35900,sfbay
19000,sfbay
19000,sfbay
19900,sfbay
19900,sfbay
28900,sfbay
28900,sfbay
24900,sfbay
24900,sfbay
30900,sfbay
30900,sfbay
16900,sfbay
16900,sfbay
18900,sfbay
18900,sfbay
13900,sfbay
13900,sfbay
12900,sanantonio
51760,sanantonio
51760,sanantonio
40939,sanantonio
40939,sanantonio
38883,sanantonio
38883,sanantonio
38647,sanantonio
38647,sanantonio
11500,sanantonio
11500,sanantonio
300,houston
300,houston
38500,houston
38500,houston
16500,houston
16500,houston
200,houston
200,houston
9500,philadelphia
98793,philadelphia
98793,philadelphia
169900,philadelphia
169900,philadelphia
3999,philadelphia
3999,philadelphia
455,philadelphia
455,philadelphia
300,philadelphia
300,philadelphia
67500,philadelphia
67500,philadelphia
13500,philadelphia
13500,philadelphia
25000,philadelphia
25000,philadelphia
6500,losangeles
1599,losangeles
1599,losangeles
159,losangeles
159,losangeles
399,losangeles
399,losangeles
94900,losangeles
94900,losangeles
6450,losangeles
6450,losangeles
299,losangeles
299,losangeles
40,losangeles
40,losangeles
399,losangeles
11000,phoenix
56000,phoenix
56000,phoenix
33888,phoenix
33888,phoenix
800,phoenix
800,phoenix
27589,phoenix
27589,phoenix
90,phoenix
90,phoenix
15,sandiego
12000,sandiego
12000,sandiego
100,sandiego
100,sandiego
95,sandiego
95,sandiego
45,sandiego
45,sandiego
500,sfbay
500,sfbay
79990,sfbay
79990,sfbay
15000,sfbay
15000,sfbay
59900,sfbay
59900,sfbay
19900,sfbay
19900,sfbay
19900,sfbay
16500,sanantonio
16500,sanantonio
14499,sanantonio
14499,sanantonio
41321,sanantonio
41321,sanantonio
38900,sanantonio
38900,sanantonio
23756,sanantonio
23756,sanantonio
82889,sanantonio
82889,sanantonio
1,sanantonio
1,sanantonio
18500,houston
18500,houston
3500,houston
3500,houston
30,houston
30,houston
3595,houston
3595,houston
16900,philadelphia
16900,philadelphia
12900,philadelphia
12900,philadelphia
16900,philadelphia
16900,philadelphia
7900,philadelphia
7900,philadelphia
7500,philadelphia
399,losangeles
9000,losangeles
9000,losangeles
8995,losangeles
8995,losangeles
190,losangeles
190,losangeles
1950,losangeles
1950,losangeles
6450,losangeles
6450,losangeles
1,losangeles
1,losangeles
1,losangeles
36990,sandiego
36990,sandiego
35000,sandiego
35000,sandiego
19900,sfbay
29900,sfbay
29900,sfbay
9900,sfbay
9900,sfbay
29900,sfbay
29900,sfbay
29900,sfbay
29900,sfbay
4000,sfbay
4000,sfbay
189990,sfbay
189990,sfbay
179990,sfbay
179990,sfbay
79990,sfbay
33896,sanantonio
33896,sanantonio
30176,sanantonio
30176,sanantonio
67237,sanantonio
67237,sanantonio
36822,sanantonio
36822,sanantonio
12995,sanantonio
12995,sanantonio
7500,philadelphia
6000,philadelphia
6000,philadelphia
62999,philadelphia
62999,philadelphia
7500,philadelphia
7500,philadelphia
7500,philadelphia
7500,philadelphia
8589,philadelphia
8589,philadelphia
400,philadelphia
400,philadelphia
1,philadelphia
1,philadelphia
95000,philadelphia
1,losangeles
50,losangeles
50,losangeles
1,losangeles
1,losangeles
81950,losangeles
81950,losangeles
62950,losangeles
62950,losangeles
72500,losangeles
72500,losangeles
56999,losangeles
21995,sandiego
21995,sandiego
8495,sandiego
8495,sandiego
6495,sandiego
6495,sandiego
7495,sandiego
79990,sfbay
64990,sfbay
64990,sfbay
79990,sfbay
79990,sfbay
47990,sfbay
47990,sfbay
74990,sfbay
74990,sfbay
39990,sfbay
39990,sfbay
96990,sfbay
90136,sanantonio
90136,sanantonio
55229,sanantonio
55229,sanantonio
23500,sanantonio
23500,sanantonio
55,sanantonio
55,sanantonio
17700,sanantonio
95000,philadelphia
89999,philadelphia
89999,philadelphia
150,philadelphia
150,philadelphia
56999,losangeles
300,losangeles
300,losangeles
190,losangeles
190,losangeles
3295,losangeles
3295,losangeles
5895,losangeles
5895,losangeles
129,losangeles
129,losangeles
18000,losangeles
18000,losangeles
7995,losangeles
7995,losangeles
190,losangeles
190,losangeles
8995,losangeles
7495,sandiego
8495,sandiego
8495,sandiego
8995,sandiego
8995,sandiego
7495,sandiego
7495,sandiego
7495,sandiego
7495,sandiego
5495,sandiego
5495,sandiego
6495,sandiego
6495,sandiego
5995,sandiego
96990,sfbay
79990,sfbay
79990,sfbay
31990,sfbay
31990,sfbay
36999,sfbay
36999,sfbay
28999,sfbay
28999,sfbay
28999,sfbay
28999,sfbay
17700,sanantonio
10900,sanantonio
10900,sanantonio
269,sanantonio
269,sanantonio
269,sanantonio
269,sanantonio
8995,losangeles
6695,losangeles
6695,losangeles
600,losangeles
600,losangeles
25950,losangeles
25950,losangeles
10,losangeles
5995,sandiego
6950,sandiego
6950,sandiego
93,sandiego
93,sandiego
93,sandiego
93,sandiego
111,sandiego
111,sandiego
9651,sandiego
9651,sandiego
5842,sandiego
36999,sfbay
36999,sfbay
35999,sfbay
35999,sfbay
10,losangeles
50,losangeles
50,losangeles
1,losangeles
1,losangeles
75,losangeles
5842,sandiego
59990,sandiego
59990,sandiego
50000,sandiego
50000,sandiego
1,sandiego
1,sandiego
47500,sandiego
47500,sandiego
25,sandiego
25,sandiego
1900,sandiego
1900,sandiego
79990,sandiego
79990,sandiego
22500,sandiego
75,losangeles
600,losangeles
600,losangeles
1,losangeles
1,losangeles
5500,losangeles
5500,losangeles
8195,losangeles
8195,losangeles
8995,losangeles
8995,losangeles
7995,losangeles
7995,losangeles
98900,losangeles
98900,losangeles
127407,losangeles
127407,losangeles
235013,losangeles
235013,losangeles
22500,sandiego
50000,sandiego
50000,sandiego
50000,sandiego
50000,sandiego
40,sandiego
40,sandiego
3299,sandiego
3299,sandiego
300,sandiego
300,sandiego
11995,sandiego
65900,losangeles
65900,losangeles
175,losangeles
175,losangeles
1,losangeles
1,losangeles
190,losangeles
11995,sandiego
31995,sandiego
31995,sandiego
62995,sandiego
62995,sandiego
49995,sandiego
49995,sandiego
44995,sandiego
44995,sandiego
47995,sandiego
47995,sandiego
140,sandiego
140,sandiego
20,sandiego
20,sandiego
11995,sandiego
11995,sandiego
190,losangeles
64995,sandiego
64995,sandiego
5600,dallas
5600,dallas
75,dallas
75,dallas
19250,dallas
19250,dallas
1,dallas
1,dallas
1,dallas
1,dallas
3000,dallas
3000,dallas
6500,dallas
6500,dallas
38000,dallas
38000,dallas
1500,dallas
1500,dallas
45000,dallas
45000,dallas
150,dallas
150,dallas
7800,dallas
7800,dallas
2000,dallas
2000,dallas
55500,dallas
55500,dallas
3250,dallas
3250,dallas
3250,dallas
3250,dallas
650,dallas
650,dallas
995,dallas
995,dallas
13000,dallas
13000,dallas
75,dallas
75,dallas
45,dallas
45,dallas
12000,dallas
12000,dallas
12000,dallas
12000,dallas
395,dallas
395,dallas
38000,dallas
38000,dallas
9999,dallas
9999,dallas
200,dallas
200,dallas
11500,dallas
11500,dallas
4000,dallas
4000,dallas
14000,dallas
14000,dallas
10000,dallas
10000,dallas
45,dallas
45,dallas
150,philadelphia
150,philadelphia
199990,sfbay
199990,sfbay
34990,sfbay
34990,sfbay
89990,sfbay
89990,sfbay
159990,sfbay
159990,sfbay
159990,sfbay
159990,sfbay
44990,sfbay
44990,sfbay
250,sfbay
250,sfbay
19859,sfbay
19859,sfbay
21995,sfbay
21995,sfbay
22995,sfbay
22995,sfbay
24995,sfbay
24995,sfbay
2000,sfbay
2000,sfbay
5,sfbay
5,sfbay
1,sfbay
1,sfbay
20995,sfbay
20995,sfbay
47900,sfbay
47900,sfbay
47900,sfbay
47900,sfbay
26400,sfbay
26400,sfbay
5,sfbay
5,sfbay
10995,sfbay
10995,sfbay
30,sfbay
30,sfbay
7495,sfbay
7495,sfbay
4895,sfbay
4895,sfbay
22800,houston
8750,sfbay
8750,sfbay
9999,sfbay
9999,sfbay
59900,sfbay
59900,sfbay
22800,houston
500,houston
500,houston
16000,houston
16000,houston
6995,houston
6995,houston
14777,houston
14777,houston
4500,houston
129888,sfbay
129888,sfbay
104800,sfbay
104800,sfbay
89900,sfbay
89900,sfbay
19150,sfbay
19150,sfbay
19350,sfbay
4500,houston
10777,houston
10777,houston
19777,houston
19777,houston
22995,houston
22995,houston
45777,houston
45777,houston
37995,houston
19350,sfbay
50500,sfbay
50500,sfbay
50500,sfbay
50500,sfbay
38890,sfbay
38890,sfbay
38890,sfbay
38890,sfbay
74900,sfbay
74900,sfbay
9295,sfbay
9295,sfbay
8995,sfbay
8995,sfbay
37995,houston
17477,houston
17477,houston
46888,houston
46888,houston
22777,houston
22777,houston
19995,houston
19995,houston
100,sfbay
100,sfbay
2595,sfbay
2595,sfbay
21900,sfbay
21900,sfbay
50,sfbay
50,sfbay
4095,sfbay
24995,houston
24995,houston
900,houston
900,houston
26995,houston
26995,houston
19777,houston
19777,houston
18495,houston
18495,houston
400,houston
4095,sfbay
4095,sfbay
4095,sfbay
7895,sfbay
7895,sfbay
16900,sfbay
16900,sfbay
26900,sfbay
400,houston
34995,houston
34995,houston
45777,houston
45777,houston
39995,houston
39995,houston
45777,houston
45777,houston
5300,houston
26900,sfbay
2495,sfbay
2495,sfbay
6395,sfbay
6395,sfbay
21900,sfbay
21900,sfbay
21900,sfbay
21900,sfbay
24900,sfbay
24900,sfbay
4995,sfbay
5300,houston
15000,houston
15000,houston
8,houston
8,houston
3500,houston
3500,houston
225,houston
225,houston
24997,houston
24997,houston
169998,houston
169998,houston
395,houston
395,houston
10000,houston
4995,sfbay
39900,sfbay
39900,sfbay
24900,sfbay
24900,sfbay
1850,sfbay
12995,sanantonio
10000,houston
10000,houston
10000,houston
10000,houston
10000,houston
1350,houston
1350,houston
5000,houston
5000,houston
1825,houston
1825,houston
4500,houston
4500,houston
38000,houston
38000,houston
10000,houston
10000,houston
59900,houston
1850,sfbay
18900,sfbay
18900,sfbay
25900,sfbay
25900,sfbay
21900,sfbay
21900,sfbay
34900,sfbay
34900,sfbay
32900,sfbay
32900,sfbay
1,sfbay
1,sfbay
86900,sfbay
86900,sfbay
10500,sfbay
10500,sfbay
6395,sfbay
12995,sanantonio
269,sanantonio
269,sanantonio
85,sanantonio
85,sanantonio
12995,sanantonio
12995,sanantonio
12995,sanantonio
12995,sanantonio
269,sanantonio
269,sanantonio
58700,sanantonio
58700,sanantonio
59900,houston
5000,houston
5000,houston
30000,houston
30000,houston
3000,houston
3000,houston
6395,sfbay
9295,sfbay
9295,sfbay
9295,sfbay
9295,sfbay
99,sfbay
99,sfbay
38890,sfbay
38890,sfbay
59900,sfbay
59900,sfbay
10250,sfbay
10250,sfbay
4400,sfbay
4400,sfbay
8595,sfbay
8595,sfbay
